All Shortstops 2010 MLB Standard Stats,,,,,,,,,,,,,,,,,
Player,Team,AB,R,H,1B,2B,3B,HR,RBI,BB,KO,SB,CS,BA,OBP,SLG,Rank
Dragicevich, Jeff SS COL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2073
Barnwell, Chris SS PIT	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2097
Valido, Robert SS BAL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2102
Castro, Ofilio SS WAS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2105
Campusano, Jose SS FLA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2106
Macia, Wanell SS PIT	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2113
Burke, Chris SS CIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2122
Florimon, Pedro SS BAL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2128
Jackson, Justin SS TOR	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2140
Singleton, Steve SS MIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2144
Ochoa, Ivan SS BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2146
Anderson, Bryan SS CIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2147
Rosa, Jovan SS CHC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2189
Dent, Ryan SS BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2191
